Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Hair_graft_4_1	(0.0, 1.7271191139840563e-05)	(1.0, 1.7271191139840563e-05)	(2.0, 5.469210527616179e-05)	(3.0, 9.2113019412483e-05)	(4.0, 9.2113019412483e-05)	(5.0, 9.2113019412483e-05)	(6.0, 0.0002480334949804881)	(7.0, 0.00040395397054849316)	(8.0, 0.00040395397054849316)	(9.0, 0.00040395397054849316)	(10.0, 0.0009148933751021099)	(11.0, 0.0014258327796557266)	(12.0, 0.0014258327796557266)	(13.0, 0.0023577574682429573)	(14.0, 0.0032896821568301872)	(15.0, 0.0032896821568301872)	(16.0, 0.0032896821568301872)	(17.0, 0.005747468607091388)	(18.0, 0.008205255057352588)	(19.0, 0.008205255057352588)	(20.0, 0.008205255057352588)	(21.0, 0.021765059123365193)	(22.0, 0.035324863189377796)	(23.0, 0.035324863189377796)	(24.0, 0.035324863189377796)	(25.0, 0.09841892319976259)	(26.0, 0.16151298321014734)	(27.0, 0.16151298321014734)	(28.0, 0.16151298321014734)	(29.0, 0.3524397644420621)	(30.0, 0.5433665456739768)	(31.0, 0.5433665456739768)	(32.0, 0.5433665456739768)	(33.0, 0.9410731425829421)	(34.0, 1.3387797394919074)	(35.0, 1.3387797394919074)	(36.0, 1.3387797394919074)	(37.0, 1.938568867843196)	(38.0, 2.538357996194485)	(39.0, 2.538357996194485)	(40.0, 3.1726199423055856)	(41.0, 3.806881888416687)	(42.0, 3.806881888416687)	(43.0, 3.806881888416687)	(44.0, 4.215490924732677)	(45.0, 4.624099961048667)	(46.0, 4.624099961048667)	(47.0, 4.624099961048667)	(48.0, 4.60294419116829)	(49.0, 4.581788421287913)	(50.0, 4.581788421287913)	(51.0, 4.581788421287913)	(52.0, 4.147893641510233)	(53.0, 3.713998861732553)	(54.0, 3.713998861732553)	(55.0, 3.713998861732553)	(56.0, 3.0899950436478982)	(57.0, 2.4659912255632435)	(58.0, 2.4659912255632435)	(59.0, 2.4659912255632435)	(60.0, 1.895157489035552)	(61.0, 1.3243237525078608)	(62.0, 1.3243237525078608)	(63.0, 0.946689158235247)	(64.0, 0.569054563962633)	(65.0, 0.569054563962633)	(66.0, 0.569054563962633)	(67.0, 0.37945094787415384)	(68.0, 0.1898473317856747)	(69.0, 0.1898473317856747)	(70.0, 0.1898473317856747)	(71.0, 0.11868714575767492)	(72.0, 0.047526959729675154)	(73.0, 0.047526959729675154)	(74.0, 0.047526959729675154)	(75.0, 0.028161156908819485)	(76.0, 0.008795354087963808)	(77.0, 0.008795354087963808)	(78.0, 0.008795354087963808)	(79.0, 0.0051141915986305676)	(80.0, 0.0014330291092973268)	(81.0, 0.0014330291092973268)	(82.0, 0.0014330291092973268)	(83.0, 0.0009765419323651519)	(84.0, 0.0005200547554329771)	(85.0, 0.0005200547554329771)	(86.0, 0.0005200547554329771)	(87.0, 0.00038116559335009246)	(88.0, 0.0002422764312672079)	(89.0, 0.0002422764312672079)	(90.0, 0.00016071802866240526)	(91.0, 7.915962605760259e-05)	(92.0, 7.915962605760259e-05)	(93.0, 7.915962605760259e-05)	(94.0, 0.00010146824794656332)	(95.0, 0.00012377686983552406)	(96.0, 0.00012377686983552406)	(97.0, 0.00012377686983552406)	(98.0, 0.000550759095237138)	(99.0, 0.000977741320638752)	(100.0, 0.000977741320638752)
Hair_graft_4_2	(0.0, 0.013959388860253098)	(1.0, 0.02285537254021059)	(2.0, 0.03175135622016809)	(3.0, 0.039571641396859134)	(4.0, 0.04851378778703665)	(5.0, 0.049635649000523106)	(6.0, 0.053218626799576764)	(7.0, 0.05680160459863042)	(8.0, 0.06053810024795065)	(9.0, 0.06929452224584763)	(10.0, 0.07431444859442438)	(11.0, 0.0816918938184234)	(12.0, 0.08906933904242242)	(13.0, 0.0975568364145028)	(14.0, 0.10604433378658315)	(15.0, 0.11864192269534575)	(16.0, 0.14866432438506413)	(17.0, 0.1660891371660199)	(18.0, 0.1949386839507297)	(19.0, 0.2237882307354395)	(20.0, 0.26503300198992413)	(21.0, 0.30627777324440875)	(22.0, 0.36212338032092467)	(23.0, 0.4886371186601838)	(24.0, 0.5593052499229271)	(25.0, 0.6532098644730462)	(26.0, 0.7471144790231653)	(27.0, 0.8094947934743147)	(28.0, 0.9843231758158242)	(29.0, 1.096771243706184)	(30.0, 1.2015053080084992)	(31.0, 1.306239372310814)	(32.0, 1.4095558119888143)	(33.0, 1.5128722516668147)	(34.0, 1.6604173987168938)	(35.0, 1.9741187798955215)	(36.0, 2.1402750140240703)	(37.0, 2.2893499718198123)	(38.0, 2.4384249296155547)	(39.0, 2.5552520136684134)	(40.0, 2.672079097721272)	(41.0, 2.749794020376671)	(42.0, 2.860877067661339)	(43.0, 2.894245192290608)	(44.0, 2.889869396782311)	(45.0, 2.8854936012740136)	(46.0, 2.9146802431984695)	(47.0, 2.913739812171662)	(48.0, 2.883612739220398)	(49.0, 2.8657343509727453)	(50.0, 2.847855962725093)	(51.0, 2.824644707895628)	(52.0, 2.801433453066163)	(53.0, 2.718020119577093)	(54.0, 2.5823811943338773)	(55.0, 2.530155602579731)	(56.0, 2.471050693451402)	(57.0, 2.411945784323073)	(58.0, 2.339893308529429)	(59.0, 2.1386620030448706)	(60.0, 2.009483173353956)	(61.0, 1.8826548844543607)	(62.0, 1.7558265955547652)	(63.0, 1.6446174059805423)	(64.0, 1.5334082164063196)	(65.0, 1.412677162685668)	(66.0, 1.163216023759496)	(67.0, 1.0344859385539757)	(68.0, 0.922144152252262)	(69.0, 0.8098023659505481)	(70.0, 0.6923150477864031)	(71.0, 0.574827729622258)	(72.0, 0.49701242991091554)	(73.0, 0.35750496219612204)	(74.0, 0.2958127941926709)	(75.0, 0.26451877086910114)	(76.0, 0.2332247475455314)	(77.0, 0.20845415930689032)	(78.0, 0.1589285493249149)	(79.0, 0.13417352758158058)	(80.0, 0.11877826372320487)	(81.0, 0.10338299986482914)	(82.0, 0.09515691225876213)	(83.0, 0.08693082465269511)	(84.0, 0.08160923036058756)	(85.0, 0.07235307018577389)	(86.0, 0.06841850430306777)	(87.0, 0.06551454776480854)	(88.0, 0.06261059122654933)	(89.0, 0.06134487412540048)	(90.0, 0.06007915702425164)	(91.0, 0.05894709707246076)	(92.0, 0.057690505158215874)	(93.0, 0.05756597319576187)	(94.0, 0.05837167352181124)	(95.0, 0.05917737384786061)	(96.0, 0.061853200713520906)	(97.0, 0.07289628719440944)	(98.0, 0.08126354680963765)	(99.0, 0.13627393089659137)	(100.0, 0.1912843149835451)
Hair_graft_4_3	(0.0, 2.1820439347612213e-05)	(1.0, 2.1820439347612213e-05)	(2.0, 5.527844634728427e-05)	(3.0, 8.873645334695634e-05)	(4.0, 8.873645334695634e-05)	(5.0, 8.873645334695634e-05)	(6.0, 0.0002446313700193414)	(7.0, 0.0004005262866917264)	(8.0, 0.0004005262866917264)	(9.0, 0.0004005262866917264)	(10.0, 0.0008747571685131652)	(11.0, 0.0013489880503346039)	(12.0, 0.0013489880503346039)	(13.0, 0.0022181688843478237)	(14.0, 0.003087349718361044)	(15.0, 0.003087349718361044)	(16.0, 0.003087349718361044)	(17.0, 0.0054575343301639)	(18.0, 0.007827718941966754)	(19.0, 0.007827718941966754)	(20.0, 0.007827718941966754)	(21.0, 0.021205345407335634)	(22.0, 0.03458297187270452)	(23.0, 0.03458297187270452)	(24.0, 0.03458297187270452)	(25.0, 0.09746923562319683)	(26.0, 0.16035549937368915)	(27.0, 0.16035549937368915)	(28.0, 0.16035549937368915)	(29.0, 0.350593605535281)	(30.0, 0.5408317116968729)	(31.0, 0.5408317116968729)	(32.0, 0.5408317116968729)	(33.0, 0.938023350357632)	(34.0, 1.335214989018391)	(35.0, 1.335214989018391)	(36.0, 1.335214989018391)	(37.0, 1.9353158629699003)	(38.0, 2.5354167369214102)	(39.0, 2.5354167369214102)	(40.0, 3.1696668409012583)	(41.0, 3.8039169448811068)	(42.0, 3.8039169448811068)	(43.0, 3.8039169448811068)	(44.0, 4.213232262092726)	(45.0, 4.622547579304344)	(46.0, 4.622547579304344)	(47.0, 4.622547579304344)	(48.0, 4.60232609326226)	(49.0, 4.582104607220176)	(50.0, 4.582104607220176)	(51.0, 4.582104607220176)	(52.0, 4.152440275620952)	(53.0, 3.7227759440217287)	(54.0, 3.7227759440217287)	(55.0, 3.7227759440217287)	(56.0, 3.095968307004698)	(57.0, 2.469160669987668)	(58.0, 2.469160669987668)	(59.0, 2.469160669987668)	(60.0, 1.897270229822056)	(61.0, 1.325379789656444)	(62.0, 1.325379789656444)	(63.0, 0.9476771976236679)	(64.0, 0.5699746055908916)	(65.0, 0.5699746055908916)	(66.0, 0.5699746055908916)	(67.0, 0.3800269537219491)	(68.0, 0.1900793018530065)	(69.0, 0.1900793018530065)	(70.0, 0.1900793018530065)	(71.0, 0.1188042914199877)	(72.0, 0.04752928098696892)	(73.0, 0.04752928098696892)	(74.0, 0.04752928098696892)	(75.0, 0.028200250914201853)	(76.0, 0.008871220841434787)	(77.0, 0.008871220841434787)	(78.0, 0.008871220841434787)	(79.0, 0.005139198365014845)	(80.0, 0.0014071758885949033)	(81.0, 0.0014071758885949033)	(82.0, 0.0014071758885949033)	(83.0, 0.0008953653612303545)	(84.0, 0.0003835548338658058)	(85.0, 0.0003835548338658058)	(86.0, 0.0003835548338658058)	(87.0, 0.0002657244613886999)	(88.0, 0.00014789408891159388)	(89.0, 0.00014789408891159388)	(90.0, 0.00011298138595541435)	(91.0, 7.80686829992348e-05)	(92.0, 7.80686829992348e-05)	(93.0, 7.80686829992348e-05)	(94.0, 0.00012437650428138964)	(95.0, 0.00017068432556354443)	(96.0, 0.00017068432556354443)	(97.0, 0.00017068432556354443)	(98.0, 0.0015870732885496616)	(99.0, 0.003003462251535779)	(100.0, 0.003003462251535779)
Hair_graft_4_4	(0.0, 0.014277321441685248)	(1.0, 0.023262224937495756)	(2.0, 0.032247128433306266)	(3.0, 0.03971293708048026)	(4.0, 0.048688617500424046)	(5.0, 0.05019848927319384)	(6.0, 0.05302726089490486)	(7.0, 0.05585603251661586)	(8.0, 0.05912534164443146)	(9.0, 0.06694488237778795)	(10.0, 0.07149511398332885)	(11.0, 0.07796862817401848)	(12.0, 0.08444214236470811)	(13.0, 0.0928769165117624)	(14.0, 0.10131169065881668)	(15.0, 0.11376772588376163)	(16.0, 0.1437063726810149)	(17.0, 0.16118898425332323)	(18.0, 0.18966333212326578)	(19.0, 0.21813767999320832)	(20.0, 0.25901706490389165)	(21.0, 0.2998964498145749)	(22.0, 0.3556526560982804)	(23.0, 0.48158561905024805)	(24.0, 0.5517623757185102)	(25.0, 0.6459831486374414)	(26.0, 0.7402039215563726)	(27.0, 0.8017929095249678)	(28.0, 0.9764660306954381)	(29.0, 1.0895501638973133)	(30.0, 1.1941257383452004)	(31.0, 1.2987013127930875)	(32.0, 1.4013834440189241)	(33.0, 1.504065575244761)	(34.0, 1.6505231372034315)	(35.0, 1.9643437189073836)	(36.0, 2.131706738652665)	(37.0, 2.2825246453607972)	(38.0, 2.433342552068929)	(39.0, 2.55118307974866)	(40.0, 2.6690236074283913)	(41.0, 2.7482449463186605)	(42.0, 2.862251929641082)	(43.0, 2.897037574073235)	(44.0, 2.8903730879587166)	(45.0, 2.8837086018441984)	(46.0, 2.916046333434548)	(47.0, 2.9175724812235537)	(48.0, 2.8867608974222088)	(49.0, 2.872986504882197)	(50.0, 2.8592121123421856)	(51.0, 2.84030046654441)	(52.0, 2.821388820746634)	(53.0, 2.734303995879173)	(54.0, 2.6011320034395777)	(55.0, 2.5550448358674442)	(56.0, 2.4975281071609436)	(57.0, 2.4400113784544435)	(58.0, 2.3704162180996593)	(59.0, 2.163468841802157)	(60.0, 2.0261166258594385)	(61.0, 1.8997279344528804)	(62.0, 1.7733392430463217)	(63.0, 1.6574795065424377)	(64.0, 1.5416197700385537)	(65.0, 1.4210524671055202)	(66.0, 1.1694974131116809)	(67.0, 1.0385096620508751)	(68.0, 0.9225072391379943)	(69.0, 0.8065048162251136)	(70.0, 0.689369040048375)	(71.0, 0.5722332638716363)	(72.0, 0.4942651782314923)	(73.0, 0.353659929177194)	(74.0, 0.2910227657630396)	(75.0, 0.26079711854616894)	(76.0, 0.23057147132929828)	(77.0, 0.20626215601399234)	(78.0, 0.15622262916603083)	(79.0, 0.13049241763337524)	(80.0, 0.11561288359098051)	(81.0, 0.10073334954858576)	(82.0, 0.09314221557639928)	(83.0, 0.08555108160421278)	(84.0, 0.07998576911945797)	(85.0, 0.07005631414812026)	(86.0, 0.06569217166153733)	(87.0, 0.06325510949722475)	(88.0, 0.06081804733291215)	(89.0, 0.05918447783675339)	(90.0, 0.057550908340594606)	(91.0, 0.05658302790846333)	(92.0, 0.05524513937391417)	(93.0, 0.05487513127149628)	(94.0, 0.055470290931837085)	(95.0, 0.05606545059217789)	(96.0, 0.05818024763502974)	(97.0, 0.06705555928818861)	(98.0, 0.07381607389849565)	(99.0, 0.12172344261962091)	(100.0, 0.16963081134074617)
Hair_graft_4_5	(0.0, 3.018239138628354e-05)	(1.0, 3.018239138628354e-05)	(2.0, 6.036478277256708e-05)	(3.0, 9.054717415885063e-05)	(4.0, 9.054717415885063e-05)	(5.0, 9.054717415885063e-05)	(6.0, 0.00022770937501429472)	(7.0, 0.00036487157586973884)	(8.0, 0.00036487157586973884)	(9.0, 0.00036487157586973884)	(10.0, 0.000784071456234788)	(11.0, 0.0012032713365998373)	(12.0, 0.0012032713365998373)	(13.0, 0.0020302688605840064)	(14.0, 0.002857266384568175)	(15.0, 0.002857266384568175)	(16.0, 0.002857266384568175)	(17.0, 0.005057227356723953)	(18.0, 0.007257188328879731)	(19.0, 0.007257188328879731)	(20.0, 0.007257188328879731)	(21.0, 0.02004915651819528)	(22.0, 0.03284112470751083)	(23.0, 0.03284112470751083)	(24.0, 0.03284112470751083)	(25.0, 0.0942552486206077)	(26.0, 0.15566937253370458)	(27.0, 0.15566937253370458)	(28.0, 0.15566937253370458)	(29.0, 0.3428894048632042)	(30.0, 0.5301094371927039)	(31.0, 0.5301094371927039)	(32.0, 0.5301094371927039)	(33.0, 0.9239872972643739)	(34.0, 1.3178651573360443)	(35.0, 1.3178651573360443)	(36.0, 1.3178651573360443)	(37.0, 1.9158618353144898)	(38.0, 2.5138585132929356)	(39.0, 2.5138585132929356)	(40.0, 3.15223621270709)	(41.0, 3.7906139121212443)	(42.0, 3.7906139121212443)	(43.0, 3.7906139121212443)	(44.0, 4.206671134823173)	(45.0, 4.6227283575251015)	(46.0, 4.6227283575251015)	(47.0, 4.6227283575251015)	(48.0, 4.6110930456456884)	(49.0, 4.599457733766277)	(50.0, 4.599457733766277)	(51.0, 4.599457733766277)	(52.0, 4.1695293547030206)	(53.0, 3.7396009756397652)	(54.0, 3.7396009756397652)	(55.0, 3.7396009756397652)	(56.0, 3.114320421927832)	(57.0, 2.489039868215899)	(58.0, 2.489039868215899)	(59.0, 2.489039868215899)	(60.0, 1.912828169620264)	(61.0, 1.3366164710246293)	(62.0, 1.3366164710246293)	(63.0, 0.9555882610458128)	(64.0, 0.5745600510669965)	(65.0, 0.5745600510669965)	(66.0, 0.5745600510669965)	(67.0, 0.38228480354019867)	(68.0, 0.19000955601340083)	(69.0, 0.19000955601340083)	(70.0, 0.19000955601340083)	(71.0, 0.11855106760685306)	(72.0, 0.04709257920030533)	(73.0, 0.04709257920030533)	(74.0, 0.04709257920030533)	(75.0, 0.027814415102077453)	(76.0, 0.00853625100384957)	(77.0, 0.00853625100384957)	(78.0, 0.00853625100384957)	(79.0, 0.0049291198732843945)	(80.0, 0.001321988742719219)	(81.0, 0.001321988742719219)	(82.0, 0.001321988742719219)	(83.0, 0.0008752893502022226)	(84.0, 0.00042858995768522626)	(85.0, 0.00042858995768522626)	(86.0, 0.00042858995768522626)	(87.0, 0.00030819575204438416)	(88.0, 0.00018780154640354204)	(89.0, 0.00018780154640354204)	(90.0, 0.0001271014037266829)	(91.0, 6.64012610498238e-05)	(92.0, 6.64012610498238e-05)	(93.0, 6.64012610498238e-05)	(94.0, 0.000102284770809072)	(95.0, 0.00013816828056832021)	(96.0, 0.00013816828056832021)	(97.0, 0.00013816828056832021)	(98.0, 0.0004148402016092527)	(99.0, 0.0006915121226501852)	(100.0, 0.0006915121226501852)
Hair_graft_4_6	(0.0, 0.010946574926531569)	(1.0, 0.02011626445660859)	(2.0, 0.02928595398668561)	(3.0, 0.036053432587884494)	(4.0, 0.04393418581643534)	(5.0, 0.045047460443787296)	(6.0, 0.04716741158852226)	(7.0, 0.04928736273325722)	(8.0, 0.05120087387629171)	(9.0, 0.056342355955006196)	(10.0, 0.0595703268906862)	(11.0, 0.06476285595163936)	(12.0, 0.0699553850125925)	(13.0, 0.0755983286227103)	(14.0, 0.08124127223282811)	(15.0, 0.09081558416623804)	(16.0, 0.1154900438603929)	(17.0, 0.13059019162113783)	(18.0, 0.15617824215918163)	(19.0, 0.1817662926972255)	(20.0, 0.21899605794934496)	(21.0, 0.2562258232014645)	(22.0, 0.308843250834879)	(23.0, 0.4273142883198266)	(24.0, 0.4931678981713597)	(25.0, 0.5852844296937683)	(26.0, 0.6774009612161769)	(27.0, 0.7297000959015151)	(28.0, 0.8958227406153371)	(29.0, 1.0096462506438206)	(30.0, 1.1086150888408541)	(31.0, 1.2075839270378876)	(32.0, 1.3067434407274008)	(33.0, 1.4059029544169142)	(34.0, 1.5535323284329505)	(35.0, 1.8737643111434579)	(36.0, 2.0463669198379284)	(37.0, 2.2084418391365905)	(38.0, 2.370516758435253)	(39.0, 2.4981004329407166)	(40.0, 2.6256841074461805)	(41.0, 2.710256195270081)	(42.0, 2.8381138719596204)	(43.0, 2.8813994608252584)	(44.0, 2.8754367228852336)	(45.0, 2.869473984945209)	(46.0, 2.9180376816361417)	(47.0, 2.9416972072128456)	(48.0, 2.9167930360986167)	(49.0, 2.9197214813591024)	(50.0, 2.9226499266195876)	(51.0, 2.918515121058256)	(52.0, 2.914380315496925)	(53.0, 2.822723957505579)	(54.0, 2.6944143648850454)	(55.0, 2.657761130255856)	(56.0, 2.6105291592486206)	(57.0, 2.5632971882413846)	(58.0, 2.4982603301056705)	(59.0, 2.2802138961641476)	(60.0, 2.127204320358339)	(61.0, 1.9905695654874114)	(62.0, 1.8539348106164841)	(63.0, 1.7366896513961796)	(64.0, 1.619444492175875)	(65.0, 1.4917842471970535)	(66.0, 1.2246726550331946)	(67.0, 1.0852213078481574)	(68.0, 0.9617243946854476)	(69.0, 0.8382274815227377)	(70.0, 0.7091206551501822)	(71.0, 0.5800138287776266)	(72.0, 0.49751665064354444)	(73.0, 0.35006293830168206)	(74.0, 0.2851064040939019)	(75.0, 0.25646229083977595)	(76.0, 0.22781817758564996)	(77.0, 0.20327959294715978)	(78.0, 0.1520299241613752)	(79.0, 0.12531884001408086)	(80.0, 0.11080423116724997)	(81.0, 0.0962896223204191)	(82.0, 0.08937350691799588)	(83.0, 0.08245739151557267)	(84.0, 0.07756739089347511)	(85.0, 0.06856135198292791)	(86.0, 0.06444531369447827)	(87.0, 0.06226981142201301)	(88.0, 0.060094309149547734)	(89.0, 0.058620702882864056)	(90.0, 0.05714709661618038)	(91.0, 0.056481233774331965)	(92.0, 0.055871672751129135)	(93.0, 0.055927974569774726)	(94.0, 0.0568911110140718)	(95.0, 0.05785424745836888)	(96.0, 0.060774435118786364)	(97.0, 0.07282752845443244)	(98.0, 0.081960434129661)	(99.0, 0.15428650105269012)	(100.0, 0.22661256797571921)
Hair_graft_4_7	(0.0, 2.421605218584154e-05)	(1.0, 2.421605218584154e-05)	(2.0, 6.399956649115265e-05)	(3.0, 0.00010378308079646374)	(4.0, 0.00010378308079646374)	(5.0, 0.00010378308079646374)	(6.0, 0.000280560261753107)	(7.0, 0.00045733744270975025)	(8.0, 0.00045733744270975025)	(9.0, 0.00045733744270975025)	(10.0, 0.0009928581396195031)	(11.0, 0.0015283788365292562)	(12.0, 0.0015283788365292562)	(13.0, 0.002484221010664687)	(14.0, 0.003440063184800118)	(15.0, 0.003440063184800118)	(16.0, 0.003440063184800118)	(17.0, 0.005703572176970992)	(18.0, 0.007967081169141866)	(19.0, 0.007967081169141866)	(20.0, 0.007967081169141866)	(21.0, 0.021208764447962675)	(22.0, 0.03445044772678348)	(23.0, 0.03445044772678348)	(24.0, 0.03445044772678348)	(25.0, 0.09691125707332722)	(26.0, 0.15937206641987095)	(27.0, 0.15937206641987095)	(28.0, 0.15937206641987095)	(29.0, 0.3487339837538934)	(30.0, 0.5380959010879158)	(31.0, 0.5380959010879158)	(32.0, 0.5380959010879158)	(33.0, 0.9361804694785409)	(34.0, 1.3342650378691663)	(35.0, 1.3342650378691663)	(36.0, 1.3342650378691663)	(37.0, 1.9343827458718568)	(38.0, 2.5345004538745473)	(39.0, 2.5345004538745473)	(40.0, 3.16900979919157)	(41.0, 3.8035191445085927)	(42.0, 3.8035191445085927)	(43.0, 3.8035191445085927)	(44.0, 4.216621816577672)	(45.0, 4.62972448864675)	(46.0, 4.62972448864675)	(47.0, 4.62972448864675)	(48.0, 4.609748321255047)	(49.0, 4.589772153863343)	(50.0, 4.589772153863343)	(51.0, 4.589772153863343)	(52.0, 4.155753731577751)	(53.0, 3.7217353092921583)	(54.0, 3.7217353092921583)	(55.0, 3.7217353092921583)	(56.0, 3.0949463873555842)	(57.0, 2.4681574654190106)	(58.0, 2.4681574654190106)	(59.0, 2.4681574654190106)	(60.0, 1.8955647601615555)	(61.0, 1.3229720549041004)	(62.0, 1.3229720549041004)	(63.0, 0.9455375520431502)	(64.0, 0.5681030491822001)	(65.0, 0.5681030491822001)	(66.0, 0.5681030491822001)	(67.0, 0.3780091151849599)	(68.0, 0.18791518118771974)	(69.0, 0.18791518118771974)	(70.0, 0.18791518118771974)	(71.0, 0.11754437136647217)	(72.0, 0.047173561545224625)	(73.0, 0.047173561545224625)	(74.0, 0.047173561545224625)	(75.0, 0.02783185472079034)	(76.0, 0.008490147896356045)	(77.0, 0.008490147896356045)	(78.0, 0.008490147896356045)	(79.0, 0.004907555947262116)	(80.0, 0.0013249639981681872)	(81.0, 0.0013249639981681872)	(82.0, 0.0013249639981681872)	(83.0, 0.0008133134098416209)	(84.0, 0.0003016628215150546)	(85.0, 0.0003016628215150546)	(86.0, 0.0003016628215150546)	(87.0, 0.00021483097724867993)	(88.0, 0.0001279991329823053)	(89.0, 0.0001279991329823053)	(90.0, 0.00010101553197522472)	(91.0, 7.403193096814414e-05)	(92.0, 7.403193096814414e-05)	(93.0, 7.403193096814414e-05)	(94.0, 9.824798315398568e-05)	(95.0, 0.00012246403533982723)	(96.0, 0.00012246403533982723)	(97.0, 0.00012246403533982723)	(98.0, 0.0009195180958566688)	(99.0, 0.0017165721563735103)	(100.0, 0.0017165721563735103)
Hair_graft_4_8	(0.0, 0.010933203753475224)	(1.0, 0.02081195179867731)	(2.0, 0.030690699843879395)	(3.0, 0.038230600095621015)	(4.0, 0.04742882936874374)	(5.0, 0.04908715839012485)	(6.0, 0.05202600851391694)	(7.0, 0.05496485863770904)	(8.0, 0.05864771165111235)	(9.0, 0.06756490757467329)	(10.0, 0.07279925048483091)	(11.0, 0.0799179878105075)	(12.0, 0.08703672513618407)	(13.0, 0.09602746973249535)	(14.0, 0.10501821432880663)	(15.0, 0.11761594067610508)	(16.0, 0.14803799431530695)	(17.0, 0.16586232160721037)	(18.0, 0.19586243812379192)	(19.0, 0.2258625546403735)	(20.0, 0.26614554980400634)	(21.0, 0.30642854496763916)	(22.0, 0.36252140798637167)	(23.0, 0.488018669595091)	(24.0, 0.5574230681850778)	(25.0, 0.6500162019984104)	(26.0, 0.7426093358117429)	(27.0, 0.8061337115644798)	(28.0, 0.9815472960740144)	(29.0, 1.0934365048308123)	(30.0, 1.19703484267726)	(31.0, 1.3006331805237077)	(32.0, 1.4039613237723672)	(33.0, 1.5072894670210268)	(34.0, 1.6523700304952154)	(35.0, 1.960269548917861)	(36.0, 2.123088503866318)	(37.0, 2.267583774744725)	(38.0, 2.412079045623132)	(39.0, 2.527284912422692)	(40.0, 2.642490779222252)	(41.0, 2.7186028167670693)	(42.0, 2.828780276940172)	(43.0, 2.8628456995684592)	(44.0, 2.8598991074791145)	(45.0, 2.8569525153897697)	(46.0, 2.8901314829622757)	(47.0, 2.8918525219046334)	(48.0, 2.860394593274485)	(49.0, 2.8448735007344994)	(50.0, 2.8293524081945147)	(51.0, 2.8094067823411804)	(52.0, 2.7894611564878464)	(53.0, 2.705778250829077)	(54.0, 2.5770340088675696)	(55.0, 2.5319726725648315)	(56.0, 2.47547722733736)	(57.0, 2.4189817821098893)	(58.0, 2.3485817667498297)	(59.0, 2.147642921813154)	(60.0, 2.017104092236539)	(61.0, 1.8950558762815324)	(62.0, 1.773007660326526)	(63.0, 1.6601700607895267)	(64.0, 1.5473324612525268)	(65.0, 1.4267737994698535)	(66.0, 1.1785958033204749)	(67.0, 1.0509764689537697)	(68.0, 0.9382433859517312)	(69.0, 0.8255103029496927)	(70.0, 0.7074321669300935)	(71.0, 0.5893540309104942)	(72.0, 0.5110874043523704)	(73.0, 0.3705846651094735)	(74.0, 0.3083485524247004)	(75.0, 0.2763463636161993)	(76.0, 0.2443441748076983)	(77.0, 0.21932059374837054)	(78.0, 0.16897072077660585)	(79.0, 0.14364442886416887)	(80.0, 0.1278624320850588)	(81.0, 0.11208043530594874)	(82.0, 0.10392737138243595)	(83.0, 0.09577430745892317)	(84.0, 0.09040060916881755)	(85.0, 0.0803863767264438)	(86.0, 0.07574584257417567)	(87.0, 0.07301138034097397)	(88.0, 0.07027691810777226)	(89.0, 0.06870297651091523)	(90.0, 0.06712903491405818)	(91.0, 0.06693161479246519)	(92.0, 0.06631535433447297)	(93.0, 0.06589651399807372)	(94.0, 0.06716697054526626)	(95.0, 0.06843742709245877)	(96.0, 0.07190815024971903)	(97.0, 0.08510897571357019)	(98.0, 0.09483907802016107)	(99.0, 0.15664009224087438)	(100.0, 0.21844110646158768)
