names,logfoldchanges,pvals_adj
LINC00681,7.5502086,4.222625456474292e-199
LHFPL3-AS1,5.663402,3.0843714108067087e-118
EDNRB,5.293899,1.7693469739584579e-116
C11orf96,6.366342,5.509246706153103e-114
MLANA,6.631658,1.1041747023156392e-111
APOD,5.633408,1.6284517137931997e-110
C4orf48,5.3347225,2.8929433081743905e-109
RB1,5.1448045,6.651298766918259e-102
PLP1,4.825362,8.568692113876494e-102
TYRP1,5.5909224,3.3882711427453483e-99
PMEL,6.611473,1.1826158386881288e-98
SEPT4,4.793026,3.538974046150649e-88
GPR143,4.744278,4.969784096166812e-85
GAPDHS,5.225656,2.4170329801807065e-83
KCNAB2,4.44195,4.826547237598878e-72
LINC00462,5.302027,6.034826649384564e-70
TYR,4.5351024,1.832151079723409e-67
PRELP,4.3338284,3.462621451371426e-66
GYPC,4.3125668,6.438939284334926e-66
PCSK2,4.753233,4.205813915430183e-65
SLCO4A1-AS1,4.536284,2.0526624609654153e-61
FAM174B,5.269049,3.400625681757631e-59
IDI2-AS1,4.949115,6.1758089381665125e-52
DCT,5.3773837,1.103736710445305e-51
SLC24A5,4.5168476,2.7665530198443465e-51
ROPN1B,4.521694,5.3065685974579e-50
PAX3,4.4890594,1.4207987923637603e-48
CRABP1,5.0269685,2.2872752709902774e-48
AIF1L,4.172904,4.1423080183637946e-48
RHOBTB3,4.350907,3.6668145960842605e-45
TRPM1,4.4967127,8.466355345180016e-44
BCAN,4.352758,3.1911260761067075e-43
RP11-615I2.2,4.1604,5.9482411254760205e-40
ALX1,4.429793,9.238007296878546e-40
CA14,4.0617805,9.112139939602433e-39
CLEC12B,4.869793,1.0501110144691074e-38
MLPH,4.0111,1.5310504780334923e-38
KIT,3.8910546,8.583859204087624e-36
CRYM,4.61403,2.835552840246855e-35
MTHFD1L,4.1556067,2.214829009499484e-33
GPX3,3.9421222,4.034075807325087e-33
MIA,4.0817637,6.040942643917132e-31
VIM,5.4372916,1.39256641470699e-30
MBP,4.13634,1.2069487797899137e-29
MAL,4.151892,3.3015640771627753e-29
ATP10A,4.8180676,5.459105874173002e-29
MITF,3.7048008,3.387069972947746e-28
KCNJ13,4.787002,4.057472175961999e-28
SEPT3,4.7373705,4.093770932183701e-28
ST3GAL5,3.6838033,4.402901802043006e-28
GNG11,3.0659654,5.6905322481217155e-28
TRIB2,4.0790076,2.1249266387299455e-27
MCOLN3,4.048522,5.3614333169920244e-27
KCNN2,4.874173,5.496453581989748e-27
BACE2,3.481694,1.94930646463084e-26
QPCT,3.7783995,6.691137437998431e-26
IFFO1,4.3618255,1.3348211526011663e-25
CHCHD6,3.2924354,4.569299025803362e-25
RGS3,3.2918482,4.68697750427514e-25
CADM3,4.7234044,6.338257390855169e-25
SLC1A4,3.0274975,7.719755630579733e-25
GYG2,4.5601864,2.332767661914981e-24
C3orf79,5.045127,2.8733008410818407e-24
OSTM1,2.9698076,5.360631311451325e-24
MCHR1,3.825292,7.091498663657408e-24
PMP22,3.3192484,9.706669422631851e-24
PTPRM,4.2073345,2.1085643368816103e-23
INPP4B,3.7175138,7.295496938057106e-23
CRTAC1,4.9851093,1.0463783452180305e-22
SDCBP,2.9896197,2.123751949680329e-22
TIMP2,3.0556283,6.272677596915739e-21
STXBP6,3.27563,9.890355507732316e-21
PLXNC1,3.6563218,9.890355507732316e-21
CAPN3,3.8882892,3.379425808266822e-19
FYN,3.6911638,5.816828553239748e-19
RP11-307C19.2,4.6734533,8.789872717761332e-19
SLC6A15,3.9653184,1.2142376359494456e-18
FEZ1,3.1320367,1.9013437564415295e-18
AEBP1,3.053474,2.252321100584124e-18
SLC6A17,4.4413877,3.706316933878852e-18
GLIPR2,3.0589108,4.316136678238785e-18
MC1R,3.8466225,4.471619150837512e-18
AP1S2,2.7157876,4.591454189748846e-18
MT1F,3.054556,7.177150897463362e-18
TRPV2,3.434708,1.0129833801240642e-17
GMPR,2.819529,2.9731394661683584e-17
HSD17B14,3.3819761,3.357466941689257e-17
BIRC7,3.826478,4.984223763123366e-17
CD63,2.1037126,5.75953490004881e-17
TRIM63,3.7218113,6.860366834607876e-17
FHOD3,4.078237,8.436796793944993e-17
PIP4K2A,3.2332575,1.1945968206901174e-16
CELF2,2.960425,1.5243040296072398e-16
SAP30,3.3780274,1.778836987833708e-16
ETS1,3.3093712,2.025574617455097e-16
TUBB4A,4.268785,2.078099797802904e-16
SIGIRR,2.9808154,3.176824965624098e-16
SAT1,2.8535292,4.0848964268681333e-16
VAMP5,2.5859933,1.4500442078929557e-15
LPL,4.0421844,1.4665440184712525e-15
