names,logfoldchanges,pvals_adj
CBLN2,3.9519143,3.127828037390045e-21
FLNB,3.5341733,1.7585385894138145e-15
PDZRN3,3.4708588,1.7585385894138145e-15
KRT5,3.064286,3.0577291735527485e-15
KRT16,5.132319,3.0577291735527485e-15
SDC1,2.9265482,3.01676637557394e-13
GJA1,2.783231,1.3324222403221954e-12
KRT6C,3.5245016,3.1441907155339226e-12
PKP1,2.699195,5.83503236151024e-12
PHGDH,2.3129334,6.981286226793667e-12
MRC2,3.3243434,4.905004200230644e-11
GPC6,3.5342178,5.4212898757631976e-11
DSG3,2.9685402,9.531365988930123e-11
HSPA2,2.5768874,1.3555729419767393e-10
MIR205HG,3.049513,1.8148693539429764e-10
KRT17,3.9781702,4.005410584122497e-10
ACTN1,2.5987446,5.258942304321374e-10
TM4SF1,2.6582851,8.288642254079113e-10
KRT14,3.170467,1.1817399374133664e-09
CCND1,2.483958,1.30004673237265e-09
SULF2,2.999185,3.2064895525937208e-09
APOE,2.225092,8.532489554422254e-09
EFNA5,2.4896688,1.0520758579886211e-08
SOX9,2.509236,2.16272015711924e-08
MALAT1,2.3796036,2.2296226453531638e-08
GJB6,2.934204,2.726011912175002e-08
HES4,2.2445903,7.964541133144797e-08
PARM1,3.3768697,1.946312266184285e-07
DSP,2.0352187,3.0127633887052023e-07
CREB5,3.0660083,3.8850401558995545e-07
BNC2,2.7118165,4.2883303889096666e-07
EPHB3,3.068697,4.890795602371039e-07
TENM2,2.6349657,4.987040985464612e-07
CLDN8,3.8649683,7.176546406257173e-07
S100A2,2.4861102,8.896409327052917e-07
HSPB1,1.3542662,2.149625758408976e-06
CAP1,2.2788155,3.3076825557566457e-06
CALML3,2.2064278,4.109901964149949e-06
JUP,1.5104423,6.7967110013553965e-06
GJB2,2.0086923,7.018849041239322e-06
MGP,2.5088928,7.98318544802785e-06
DSC2,2.3106177,8.641298520003089e-06
ID4,2.168553,1.0438781545560442e-05
SHISA2,2.55559,1.4680807599367565e-05
RPL21P28,7.399042,1.4680807599367565e-05
TRAPPC8,2.7207477,1.5296137079062718e-05
FABP5,2.6457143,1.556854190435356e-05
BTG1,1.4674932,1.7771778622735924e-05
SDC2,2.2756736,3.366989770301712e-05
AHNAK2,2.0660133,3.499750471458892e-05
MT-CO1,1.3492836,3.503718243604245e-05
PTPRF,2.1383877,3.875732854166217e-05
ETNK2,3.044189,4.132238791724764e-05
PXMP2,2.2160954,4.1780713673551404e-05
CD82,1.7602552,4.1780713673551404e-05
SLC1A6,2.7999697,4.5365434767523385e-05
GPC1,1.8920286,8.065785668832913e-05
CALD1,1.9981925,9.629322881846025e-05
KRT6B,2.3472996,0.00010933710230520978
RNF152,2.666281,0.00013445160435525446
HEG1,2.9438975,0.00014816305702494129
MTCL1,4.3505473,0.00014851667093848263
HES1,1.8043531,0.0001856141555066565
S100A14,1.3088166,0.00024874632486387017
ANXA2,0.9966599,0.00024874632486387017
BICD2,2.283106,0.00024874632486387017
CMYA5,3.0597384,0.00024874632486387017
HMGB3P10,24.973822,0.00024874632486387017
ZNF621,23.976433,0.00024874632486387017
CTD-2036P10.6,24.614107,0.00024874632486387017
DMRT2,25.024958,0.00024874632486387017
RP11-678G14.2,24.449255,0.00024874632486387017
CRTC3-AS1,24.423563,0.00024874632486387017
MT-TY,24.907202,0.00024874632486387017
MT-TF,24.423563,0.00024874632486387017
AC007365.3,24.084154,0.00024874632486387017
RP11-715J22.6,24.625679,0.00024874632486387017
MEGF11,23.956959,0.00024874632486387017
C2orf81,23.956959,0.00024874632486387017
PINK1-AS,24.300362,0.00024874632486387017
CTD-2194F4.2,24.393942,0.00024874632486387017
MARK2P9,24.260126,0.00024874632486387017
SLC35E4,24.022243,0.00024874632486387017
KRT18P52,24.667578,0.00024874632486387017
CDKL4,24.473274,0.00024874632486387017
KRT18P21,24.973822,0.00024874632486387017
AP000361.2,24.260126,0.00024874632486387017
CTD-2199O4.1,23.976433,0.00024874632486387017
CSNK1D,24.288353,0.00024874632486387017
DEFB124,25.493555,0.00024874632486387017
C17orf51,24.745502,0.00024874632486387017
RP1-179N16.6,23.976433,0.00024874632486387017
LCTL,24.614107,0.00024874632486387017
KRT16P6,24.288353,0.00024874632486387017
RP11-693J15.5,24.084154,0.00024874632486387017
RP11-229P13.22,24.769073,0.00024874632486387017
ZNF19,24.288353,0.00024874632486387017
RP11-203J24.8,24.79129,0.00024874632486387017
RP4-547N15.3,24.79129,0.00024874632486387017
RP11-626G11.1,24.808298,0.00024874632486387017
