names,logfoldchanges,pvals_adj
FABP9,6.2638855,1.7494089367672795e-117
TCHH,5.7981143,9.706536534674731e-77
KRT71,3.6638753,7.964261096591882e-49
KRT74,5.1039267,5.816548820896809e-45
KRT25,3.6513731,2.2047360075696533e-36
PRR9,3.6554809,1.084878270506353e-29
KRT28,2.4355576,3.727145355068149e-14
KRT1,1.1156447,1.5698359198961396e-10
KRT27,2.907245,1.4054288878871166e-09
KRT85,1.1383207,8.836107714057003e-07
KRT35,0.9905696,2.2974203910858813e-06
PSORS1C2,1.3240424,4.360918679563755e-05
LINC01549,3.1693025,0.025265037356509396
AC004069.2,3.4338605,0.03703291514268865
CTC-425F1.4,2.7137408,0.07551902258657237
MT2A,0.7077135,0.08474254759098285
RP11-148B18.1,2.3245523,0.09539501187503502
KCTD14,2.3357482,0.15761527434790154
TGM1,1.3638284,0.16271720056328146
NKD2,1.9733706,0.18302407438974796
MUCL1,1.4131695,0.1971484146534046
MBOAT2,1.6774586,0.2007290542209663
RP11-358L22.3,2.249423,0.20278597192222522
NT5E,2.0015876,0.20573994455940423
ALOXE3,2.3076613,0.22578517474394671
LRRC75A,1.2270432,0.23875926538021663
NUF2,1.0427333,0.26393579031010067
KLK7,0.6267645,0.26915900597443465
MT4,0.12011997,0.3031983290389276
NHLRC1,1.5768578,0.3340509535605037
HPS1,2.2756279,0.3569708451541577
LYPD1,2.5467112,0.3569708451541577
RP11-522B15.7,2.045897,0.3569708451541577
RP11-294J22.7,2.0632465,0.3569708451541577
DPRXP4,2.0975955,0.3569992346456493
EIF3I,1.3705665,0.36399148440782375
SP6,0.61641526,0.3776295129149955
LETM2,2.2251704,0.377987724263356
GAREM2,2.2647598,0.377987724263356
BDNF-AS,2.2323544,0.377987724263356
FBP1,0.9135313,0.3999734998140384
NLK,2.2555137,0.3999734998140384
CTB-178M22.2,2.146635,0.40013243695545386
SBK1,2.0876343,0.40013243695545386
HMGB1P31,1.9228289,0.4006890984905069
WTAP,0.7146203,0.40419065336912285
CENPV,1.2982361,0.4099266120674819
RPL15P3,2.0972242,0.4193010124817658
RNU2-27P,2.1658762,0.4193010124817658
RP5-866L20.1,1.8326827,0.42148509757587554
RP1-117B12.4,1.943154,0.42148509757587554
FBXL13,2.5036116,0.4408233945796193
RP11-571M6.17,2.1130137,0.4408233945796193
RPL32P28,1.9835554,0.4408233945796193
RP11-855A2.1,2.3139973,0.4408233945796193
SLC36A1,1.761099,0.441380211557609
SLC7A7,1.6915671,0.4413815289453974
PADI3,0.9461219,0.44421489484095356
TEP1,2.4541674,0.4592775838947518
CATSPER2,1.950473,0.4592775838947518
RPS26P47,2.0571737,0.4592775838947518
RP5-1098D14.1,1.9636109,0.45937180399172384
KRT82,1.7610426,0.4611163023327719
VSIG8,1.4741848,0.4650072109615034
ZNF436-AS1,1.5426964,0.4741598090757251
RP11-231D20.2,1.9181992,0.474786787140284
ATP13A4,1.8815097,0.474786787140284
TBC1D3P1-DHX40P1,1.9760787,0.474786787140284
RP11-732A21.3,1.6130148,0.47524951357576956
PLOD2,2.0593555,0.47524951357576956
AJ011932.1,1.6348206,0.47524951357576956
SPTLC1,1.6418391,0.47626123421366623
FNBP1P1,1.6528333,0.47626123421366623
DEGS2,0.7605326,0.4842964329275474
APIP,1.4928691,0.48996525219298
AGMAT,2.1010711,0.49175876383493483
NUDT4P1,1.751864,0.49175876383493483
RP11-179B2.2,1.8178636,0.492173007636143
RP11-1148L6.9,1.5817418,0.492173007636143
RP11-452L6.6,1.6433752,0.492173007636143
DLG5-AS1,1.6615691,0.492717228612354
ACTBL2,2.0745964,0.49325500901813324
SLC16A8,1.5293044,0.49368136936627766
KRT23,0.7836339,0.4953205068822504
UHRF1,0.88820857,0.4973593646700324
RP11-269C4.1,1.7671868,0.5061278823776848
SLC37A3,1.8290188,0.5061278823776848
ZNF792,2.0126536,0.5061278823776848
CTA-797E19.1,1.7904702,0.5066651703060938
ZNF566,1.3846376,0.506999705033949
POLQ,1.5328015,0.5076971764918953
PAQR7,1.090413,0.5163912460510263
ENPP1,0.7425598,0.5177171244489849
PROX1,1.7848994,0.5212220817560161
POM121,1.5157906,0.5212220817560161
RP6-65G23.5,1.7118927,0.5212220817560161
EIF1P3,1.6623676,0.5337862742508993
SLFN12,1.7054528,0.5337862742508993
RP11-390K5.1,1.4543668,0.5337862742508993
SLC45A1,1.6812139,0.5337862742508993
