names,logfoldchanges,pvals_adj
GDPD2,6.792033,4.635359398943859e-40
IGFBP3,5.401299,2.2976654490087602e-35
ASPN,6.0194983,1.5673556557852426e-28
TNNI3,5.3912163,2.9850342403237066e-19
SERPINB7,26.543621,9.111694694623314e-19
ADGRF1,25.485994,9.111694694623314e-19
WNT3,4.6371675,1.1733666085659846e-17
P3H2,3.4697273,8.689850970758145e-17
LAMB4,5.1438255,1.6865683554944856e-14
SLC43A1,3.6454694,1.6865683554944856e-14
TRAC,2.2370532,3.607849791530615e-13
SYT8,4.619084,7.305861087031701e-13
TH,24.7507,4.632382485255939e-12
NRG1,24.697706,4.632382485255939e-12
ERAP2,3.2218368,8.289068548164929e-12
EPB41L1,3.4167647,4.1899810126617104e-11
CCDC3,2.3627012,1.207087918496705e-10
IL18,2.5370746,6.972554561416876e-10
TGFBI,3.0776563,8.685376573121082e-10
ETS2,2.3753128,3.540687468688281e-09
COL17A1,2.4540324,4.0062583826519894e-09
FBXW7,2.3960156,4.8910360270277895e-09
SPARC,2.3178952,5.612788157007538e-09
CLEC2B,2.2103643,6.494325515622862e-09
ST5,2.9958823,7.2661387114360556e-09
MET,3.357064,1.4086961846252237e-08
WNT16,2.4413736,1.7216640428667786e-08
CCL2,2.1800032,1.8544664386474575e-08
GPRC5C,3.9753363,3.6268911946951905e-08
STK36,4.060787,3.6268911946951905e-08
PDLIM1,2.245368,4.158361217937288e-08
PHYHIP,2.941117,4.5096621901647916e-08
CENPP,2.9262035,5.542488204496534e-08
MCM2,2.739684,1.1399890496137253e-07
IFITM3,2.2341049,1.4294166064053925e-07
GAPDHP44,7.0464907,1.4294166064053925e-07
NEFL,6.512197,1.4294166064053925e-07
RP11-295H24.5,7.1039987,1.4294166064053925e-07
AF064858.8,6.4358373,1.4294166064053925e-07
AQP7,7.01384,1.4294166064053925e-07
LINC00242,5.8192177,1.4294166064053925e-07
ACKR3,6.725173,1.4294166064053925e-07
RP11-229D13.3,5.608,1.4294166064053925e-07
PIK3C2A,6.2881856,1.4294166064053925e-07
REEP1,6.048909,1.4294166064053925e-07
RP11-362K14.6,5.773405,1.4294166064053925e-07
NPR3,4.3108587,1.4294166064053925e-07
HSD17B13,5.5165286,1.4294166064053925e-07
ZC3H12D,4.157569,1.4294166064053925e-07
HOPX,2.4822574,2.3109111773231238e-07
CDCA7L,2.0622985,4.1018870523187713e-07
TSPAN2,4.126221,7.296444199160504e-07
MT2A,2.3887107,7.459170305665712e-07
KLK5,2.2695436,8.706177855956823e-07
SULT1E1,3.4299974,1.1454806267101854e-06
ATP1B3,1.9360915,1.2306288005151195e-06
CA12,2.1773434,1.2441848410442455e-06
LMO1,2.1894464,1.630027229397774e-06
MT-ATP6,1.3640485,2.134710832902207e-06
INCENP,3.7418215,2.304543180622914e-06
CYB5R1,1.8960516,2.8041488216685135e-06
LGALS3BP,1.8346997,3.3743635858106366e-06
PKM,1.510687,3.971049759241059e-06
DLK2,1.7334987,3.974727230390166e-06
CCL27,2.4761186,4.064274443200441e-06
HLA-F,2.193838,4.468888658180007e-06
MT-ND5,1.5389988,4.468888658180007e-06
IL20RB,1.8468233,4.468888658180007e-06
SERPINB2,3.1776054,4.468888658180007e-06
ALOX15B,3.494162,4.468888658180007e-06
HTRA1,1.900621,4.468888658180007e-06
HIST1H2AG,3.706001,4.468888658180007e-06
SERPINH1,1.691054,4.468888658180007e-06
HSPD1,1.7293959,4.468888658180007e-06
GBE1,2.5806587,4.468888658180007e-06
MT-ND4,1.4646572,4.468888658180007e-06
C1R,1.891325,4.468888658180007e-06
CTD-3126B10.2,24.044924,4.468888658180007e-06
RP11-490O6.2,24.247349,4.468888658180007e-06
AC013264.2,23.553385,4.468888658180007e-06
RP11-646I19.1,24.042662,4.468888658180007e-06
RPL6P21,24.47176,4.468888658180007e-06
RPL3P12,23.57087,4.468888658180007e-06
RP11-700P18.2,24.859478,4.468888658180007e-06
RP4-614O4.11,24.47176,4.468888658180007e-06
AC003973.3,23.553385,4.468888658180007e-06
RPL39P39,23.574463,4.468888658180007e-06
MAT1A,23.57087,4.468888658180007e-06
AC083884.8,23.553385,4.468888658180007e-06
RP11-428L9.1,23.930998,4.468888658180007e-06
RP3-426I6.2,24.042662,4.468888658180007e-06
ITGA2B,23.930998,4.468888658180007e-06
PHKG2,24.477716,4.468888658180007e-06
RPL12P26,24.47176,4.468888658180007e-06
RP11-365O16.5,24.299547,4.468888658180007e-06
CARD8-AS1,24.363695,4.468888658180007e-06
RP3-434P1.6,24.47176,4.468888658180007e-06
VGF,23.553385,4.468888658180007e-06
RP4-724E16.2,24.477716,4.468888658180007e-06
RN7SL750P,23.574463,4.468888658180007e-06
